FIP,YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,HuntLic,GunsAmmo,BackChk,PewQChng,BS1,BS2,BS3,State Code,Year Code,Cause of death,Cause of death Code,DEATHS,POPULATION,Crude Rate
1,2005,AL,0.485,0.044,0,0,0.645833333,0.699316629,-9.0,-9.0,-9.0,-9.0,0.236232687,-0.233782162,0.928751053,0,12.0,11.09,1.91,1.0,2005.0,Assault by other and unspecified firearm discharge,X95,265.0,4569805.0,5.8
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,Discharge from other and unspecified firearms,W34,35.0,4628981.0,0.8
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,Intentional self-harm by handgun discharge,X72,43.0,4628981.0,0.9
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,40.0,4628981.0,0.9
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,Intentional self-harm by other and unspecified firearm discharge,X74,317.0,4628981.0,6.8
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,Assault by handgun discharge,X93,26.0,4628981.0,0.6
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,"Assault by rifle, shotgun and larger firearm discharge",X94,32.0,4628981.0,0.7
1,2006,AL,0.468,0.035,0,0,0.572916667,0.7128099170000001,-9.0,-9.0,0.418361625,-9.0,0.235137633,-0.205559421,0.8404864890000001,0,12.0,11.45,2.55,1.0,2006.0,Assault by other and unspecified firearm discharge,X95,275.0,4628981.0,5.9
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,Discharge from other and unspecified firearms,W34,22.0,4672840.0,0.5
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,Intentional self-harm by handgun discharge,X72,57.0,4672840.0,1.2
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,4672840.0,0.8
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,Intentional self-harm by other and unspecified firearm discharge,X74,302.0,4672840.0,6.5
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,Assault by handgun discharge,X93,37.0,4672840.0,0.8
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,"Assault by rifle, shotgun and larger firearm discharge",X94,22.0,4672840.0,0.5
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,Assault by other and unspecified firearm discharge,X95,319.0,4672840.0,6.8
1,2007,AL,0.481,0.032,0,0,0.56557377,0.695744681,-9.0,-9.0,-9.0,0.517508866,0.228387356,-0.211955917,0.872470243,0,12.0,11.73,3.27,1.0,2007.0,"Other and unspecified firearm discharge, undetermined intent",Y24,12.0,4672840.0,Unreliable
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,Discharge from other and unspecified firearms,W34,29.0,4718206.0,0.6
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,Intentional self-harm by handgun discharge,X72,49.0,4718206.0,1
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,39.0,4718206.0,0.8
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,Intentional self-harm by other and unspecified firearm discharge,X74,336.0,4718206.0,7.1
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,Assault by handgun discharge,X93,31.0,4718206.0,0.7
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,4718206.0,0.4
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,Assault by other and unspecified firearm discharge,X95,297.0,4718206.0,6.3
1,2008,AL,0.503,0.035,0,0,0.545454545,0.741200828,-9.0,-9.0,0.480169892,-9.0,0.22466432100000006,-0.306259233,1.069223257,0,12.0,11.91,4.09,1.0,2008.0,"Other and unspecified firearm discharge, undetermined intent",Y24,13.0,4718206.0,Unreliable
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,Discharge from other and unspecified firearms,W34,27.0,4757938.0,0.6
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,Intentional self-harm by handgun discharge,X72,60.0,4757938.0,1.3
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,46.0,4757938.0,1
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,Intentional self-harm by other and unspecified firearm discharge,X74,373.0,4757938.0,7.8
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,Assault by handgun discharge,X93,28.0,4757938.0,0.6
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,4757938.0,Unreliable
1,2009,AL,0.482,0.032,0,0,0.561538462,0.747697974,-9.0,-9.0,-9.0,0.489706175,0.225951896,-0.18575248,1.146498247,0,12.0,12.0,5.0,1.0,2009.0,Assault by other and unspecified firearm discharge,X95,271.0,4757938.0,5.7
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,Discharge from other and unspecified firearms,W34,33.0,4779736.0,0.7
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,Intentional self-harm by handgun discharge,X72,29.0,4779736.0,0.6
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,30.0,4779736.0,0.6
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,Intentional self-harm by other and unspecified firearm discharge,X74,395.0,4779736.0,8.3
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,Assault by handgun discharge,X93,14.0,4779736.0,Unreliable
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,4779736.0,Unreliable
1,2010,AL,0.456,0.028,0,0,0.546099291,0.700743494,-9.0,-9.0,0.391566949,0.486040142,0.225766688,-0.250093465,1.0575495540000002,0,12.0,12.0,6.0,1.0,2010.0,Assault by other and unspecified firearm discharge,X95,255.0,4779736.0,5.3
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,Discharge from other and unspecified firearms,W34,23.0,4802740.0,0.5
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,Intentional self-harm by handgun discharge,X72,38.0,4802740.0,0.8
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,36.0,4802740.0,0.7
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,Intentional self-harm by other and unspecified firearm discharge,X74,378.0,4802740.0,7.9
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,Assault by handgun discharge,X93,15.0,4802740.0,Unreliable
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,4802740.0,Unreliable
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,Assault by other and unspecified firearm discharge,X95,264.0,4802740.0,5.5
1,2011,AL,0.513,0.032,0,0,0.653225806,0.7,-9.0,-9.0,-9.0,0.536971267,0.349485328,-0.2601187,0.975045359,0,12.0,12.0,7.0,1.0,2011.0,"Other and unspecified firearm discharge, undetermined intent",Y24,15.0,4802740.0,Unreliable
1,2012,AL,0.5429999999999999,0.026,0,0,0.623188406,0.706484642,-9.0,0.631616181,0.49640098,0.558550265,0.34401997700000003,-0.215208155,1.066322611,0,12.0,12.0,8.0,1.0,2012.0,Discharge from other and unspecified firearms,W34,11.0,4822023.0,Unreliable
1,2012,AL,0.5429999999999999,0.026,0,0,0.623188406,0.706484642,-9.0,0.631616181,0.49640098,0.558550265,0.34401997700000003,-0.215208155,1.066322611,0,12.0,12.0,8.0,1.0,2012.0,Intentional self-harm by handgun discharge,X72,42.0,4822023.0,0.9
1,2012,AL,0.5429999999999999,0.026,0,0,0.623188406,0.706484642,-9.0,0.631616181,0.49640098,0.558550265,0.34401997700000003,-0.215208155,1.066322611,0,12.0,12.0,8.0,1.0,2012.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,4822023.0,0.8
1,2012,AL,0.5429999999999999,0.026,0,0,0.623188406,0.706484642,-9.0,0.631616181,0.49640098,0.558550265,0.34401997700000003,-0.215208155,1.066322611,0,12.0,12.0,8.0,1.0,2012.0,Intentional self-harm by other and unspecified firearm discharge,X74,421.0,4822023.0,8.7
1,2012,AL,0.5429999999999999,0.026,0,0,0.623188406,0.706484642,-9.0,0.631616181,0.49640098,0.558550265,0.34401997700000003,-0.215208155,1.066322611,0,12.0,12.0,8.0,1.0,2012.0,Assault by other and unspecified firearm discharge,X95,294.0,4822023.0,6.1
1,2013,AL,0.516,0.032,0,0,0.562091503,0.7359154929999999,-9.0,-9.0,-9.0,0.598502599,0.34433156600000003,-0.172468696,1.20204027,1,12.0,12.0,9.0,1.0,2013.0,Discharge from other and unspecified firearms,W34,20.0,4833722.0,0.4
1,2013,AL,0.516,0.032,0,0,0.562091503,0.7359154929999999,-9.0,-9.0,-9.0,0.598502599,0.34433156600000003,-0.172468696,1.20204027,1,12.0,12.0,9.0,1.0,2013.0,Intentional self-harm by handgun discharge,X72,36.0,4833722.0,0.7
